plant_id,country,cement_type,process_type,capacity_tpd,commissioning_year,kiln_count,grinding_mills
GLOBAL_1424,Japan,CEM V,Wet,3080.1649553108855,2007,2,4
GLOBAL_1425,Germany,CEM IV,Wet,19350.896707344087,2005,2,1
GLOBAL_1426,Brazil,CEM V,Wet,4320.914769783953,2004,3,6
GLOBAL_1427,China,CEM IV,Wet,13312.576043049068,1997,4,4
GLOBAL_1428,Japan,CEM III,Dry,5663.6347882396785,2002,1,6
GLOBAL_1429,Russia,CEM I,Wet,14633.66627032218,1996,3,7
GLOBAL_1430,India,CEM III,Wet,15759.60597756534,2006,2,7
GLOBAL_1431,Japan,CEM I,Semi-dry,13794.974849317221,2021,4,2
GLOBAL_1432,India,CEM I,Dry,12675.489744848657,2011,2,5
GLOBAL_1433,Japan,CEM V,Dry,17956.91278508822,2002,2,6
GLOBAL_1434,China,CEM III,Dry,2493.907508805403,2012,2,7
GLOBAL_1435,Italy,CEM IV,Dry,7287.380549823709,2018,3,5
GLOBAL_1436,Japan,CEM III,Wet,5717.462112986073,2011,1,4
GLOBAL_1437,Russia,CEM V,Wet,19772.26527924301,1990,1,5
GLOBAL_1438,Japan,CEM I,Semi-dry,8398.405813670597,2018,4,5
GLOBAL_1439,Brazil,CEM V,Semi-dry,14919.641285567575,1994,2,4
GLOBAL_1440,China,CEM II,Dry,14009.778113739087,1999,1,6
GLOBAL_1441,Russia,CEM II,Semi-dry,5029.543512070177,2008,2,4
GLOBAL_1442,Mexico,CEM IV,Semi-dry,5540.955924019475,1996,4,2
GLOBAL_1443,Russia,CEM V,Dry,6344.406707507648,2002,2,3
GLOBAL_1444,Brazil,CEM IV,Dry,8811.418286928205,1999,1,1
GLOBAL_1445,Italy,CEM IV,Semi-dry,5452.176247360009,1991,2,4
GLOBAL_1446,China,CEM II,Wet,1373.3781721901082,1995,1,4
GLOBAL_1447,Mexico,CEM IV,Semi-dry,17708.468079336715,1997,4,5
GLOBAL_1448,Brazil,CEM II,Semi-dry,19346.586796236796,2014,2,2
GLOBAL_1449,Brazil,CEM I,Wet,7489.837353599791,1996,1,7
GLOBAL_1450,USA,CEM V,Wet,7431.630709083985,2012,4,7
GLOBAL_1451,China,CEM IV,Dry,1134.7444427130488,2008,2,5
GLOBAL_1452,Russia,CEM II,Dry,13924.763078277107,2011,4,6
GLOBAL_1453,India,CEM III,Semi-dry,16683.358019223946,2002,1,4
GLOBAL_1454,Italy,CEM IV,Wet,3785.5577068400603,2010,2,4
GLOBAL_1455,India,CEM I,Dry,4033.660637975864,1990,2,5
GLOBAL_1456,Russia,CEM I,Semi-dry,16011.581749457317,2008,2,4
GLOBAL_1457,Russia,CEM III,Wet,12709.524218728748,2022,4,6
GLOBAL_1458,China,CEM II,Semi-dry,1852.3505949266232,1993,4,3
GLOBAL_1459,Russia,CEM IV,Dry,12828.392818783352,1992,1,1
GLOBAL_1460,USA,CEM II,Dry,6869.436734031555,2016,3,1
GLOBAL_1461,Mexico,CEM I,Wet,8005.777953946073,2017,2,1
GLOBAL_1462,Russia,CEM II,Semi-dry,15624.896947640724,1995,2,3
GLOBAL_1463,India,CEM I,Wet,16407.768660779602,1995,1,4
GLOBAL_1464,Russia,CEM II,Dry,8606.775909956781,2012,2,5
GLOBAL_1465,USA,CEM III,Dry,18995.90578412074,2022,4,7
GLOBAL_1466,Japan,CEM V,Semi-dry,8722.791641089372,2005,4,2
GLOBAL_1467,Japan,CEM III,Semi-dry,15664.884669372088,2013,2,4
GLOBAL_1468,Brazil,CEM III,Semi-dry,10193.668026720921,1994,2,3
GLOBAL_1469,Italy,CEM V,Wet,18053.1142039196,2002,4,6
GLOBAL_1470,Germany,CEM V,Semi-dry,18247.463629353395,2001,2,3
GLOBAL_1471,Mexico,CEM IV,Semi-dry,2660.9193495505933,1994,4,7
GLOBAL_1472,Turkey,CEM IV,Dry,18793.37329489429,2020,3,1
GLOBAL_1473,Brazil,CEM III,Dry,16685.1619888879,2017,3,4
GLOBAL_1474,Italy,CEM III,Semi-dry,16034.903571940671,2017,2,7
GLOBAL_1475,Japan,CEM I,Semi-dry,4817.315454024926,2019,2,1
GLOBAL_1476,India,CEM I,Dry,16297.264966338633,2007,2,2
GLOBAL_1477,Turkey,CEM IV,Semi-dry,17152.5219590157,2016,4,6
GLOBAL_1478,Italy,CEM IV,Wet,6493.856354628868,2015,3,1
GLOBAL_1479,Italy,CEM I,Wet,19092.94148888415,2007,3,2
GLOBAL_1480,Brazil,CEM I,Wet,1947.3427815841208,2022,1,3
GLOBAL_1481,Turkey,CEM II,Semi-dry,3848.2758116956534,2014,1,1
GLOBAL_1482,China,CEM II,Dry,11214.041622978772,2020,2,1
GLOBAL_1483,Germany,CEM I,Semi-dry,11940.056951323884,1991,4,5
GLOBAL_1484,China,CEM II,Semi-dry,13257.851582717165,2022,2,6
GLOBAL_1485,Turkey,CEM V,Dry,1322.4134569938628,2021,3,6
GLOBAL_1486,China,CEM IV,Dry,19246.968717820477,2007,2,7
GLOBAL_1487,USA,CEM IV,Dry,1847.1737619487358,2006,2,3
GLOBAL_1488,Japan,CEM I,Wet,3718.1771017446454,2023,3,5
GLOBAL_1489,USA,CEM III,Semi-dry,1266.2758329950825,1996,3,7
GLOBAL_1490,Russia,CEM I,Dry,11770.310232587799,2019,3,2
GLOBAL_1491,China,CEM II,Semi-dry,18713.07079449847,2001,3,7
GLOBAL_1492,Russia,CEM III,Wet,13652.996155528821,2000,1,2
GLOBAL_1493,India,CEM II,Wet,16630.491901128116,1993,4,3
GLOBAL_1494,Mexico,CEM V,Dry,1252.3428657130216,2014,4,6
GLOBAL_1495,India,CEM II,Dry,11298.290671114795,2021,3,2
GLOBAL_1496,Turkey,CEM V,Semi-dry,9731.696572604917,2009,4,3
GLOBAL_1497,Italy,CEM V,Dry,10480.390940195068,2020,4,7
GLOBAL_1498,Japan,CEM II,Semi-dry,2372.050521368571,1993,4,2
GLOBAL_1499,China,CEM II,Dry,14004.271860316841,1990,4,4
GLOBAL_1500,Brazil,CEM V,Semi-dry,10561.187882314054,1992,3,1
GLOBAL_1501,Mexico,CEM III,Semi-dry,15537.828147364015,2011,2,7
GLOBAL_1502,Germany,CEM V,Semi-dry,10220.522047172592,2006,2,6
GLOBAL_1503,Germany,CEM IV,Semi-dry,3838.2510883022096,2003,2,7
GLOBAL_1504,Germany,CEM V,Wet,13316.882127478619,2002,1,4
GLOBAL_1505,China,CEM III,Semi-dry,4275.340879998159,1991,4,3
GLOBAL_1506,Germany,CEM IV,Dry,17575.496703741483,2002,3,3
GLOBAL_1507,USA,CEM I,Wet,12649.20854231559,2005,3,7
GLOBAL_1508,Mexico,CEM I,Wet,3986.8737875821307,2007,1,4
GLOBAL_1509,USA,CEM III,Semi-dry,19284.42309214293,1996,3,7
GLOBAL_1510,Italy,CEM V,Wet,10848.943803371092,2019,2,1
GLOBAL_1511,Mexico,CEM II,Semi-dry,2385.070585561445,1996,1,1
GLOBAL_1512,USA,CEM III,Dry,12909.825183886278,2004,3,5
GLOBAL_1513,Mexico,CEM IV,Semi-dry,5810.779233243395,2008,1,2
GLOBAL_1514,Italy,CEM IV,Wet,16270.175585668747,1991,1,5
GLOBAL_1515,Russia,CEM I,Dry,16538.619397757622,2002,3,1
GLOBAL_1516,China,CEM IV,Semi-dry,19599.999761238574,2020,2,4
GLOBAL_1517,China,CEM III,Dry,10535.52108946557,2005,3,2
GLOBAL_1518,Germany,CEM IV,Dry,9644.180714827005,1995,4,4
GLOBAL_1519,India,CEM III,Wet,15316.036503483132,2017,4,5
GLOBAL_1520,Germany,CEM II,Dry,3516.9424704966045,2021,3,3
GLOBAL_1521,Turkey,CEM I,Wet,11391.39476206936,1999,2,4
GLOBAL_1522,USA,CEM IV,Dry,11378.704402486168,2007,4,5
GLOBAL_1523,Mexico,CEM III,Semi-dry,2699.989333397357,1993,4,5
GLOBAL_1524,India,CEM V,Dry,8941.697624631357,1998,3,5
GLOBAL_1525,Italy,CEM I,Semi-dry,17212.41117277684,1996,3,3
GLOBAL_1526,Turkey,CEM II,Semi-dry,17266.918817898546,1997,3,3
GLOBAL_1527,Italy,CEM III,Dry,2885.515633473939,1996,1,7
GLOBAL_1528,China,CEM II,Semi-dry,2723.6967722087866,1992,1,3
GLOBAL_1529,China,CEM II,Dry,5991.21406303677,2006,1,2
GLOBAL_1530,Germany,CEM IV,Dry,17620.555188525876,1991,3,3
GLOBAL_1531,USA,CEM IV,Semi-dry,3449.1491163964797,2004,2,3
GLOBAL_1532,India,CEM III,Semi-dry,14679.93924992148,2018,4,3
GLOBAL_1533,Japan,CEM V,Wet,2922.146772648961,2011,1,4
GLOBAL_1534,Turkey,CEM III,Semi-dry,12839.619221208683,1993,2,3
GLOBAL_1535,Turkey,CEM V,Wet,7765.278683263751,1995,3,2
GLOBAL_1536,Germany,CEM II,Semi-dry,15989.365296351474,2015,1,5
GLOBAL_1537,China,CEM I,Dry,5440.118527681909,2000,3,4
GLOBAL_1538,Germany,CEM III,Semi-dry,13144.834758409237,2015,2,1
GLOBAL_1539,Mexico,CEM III,Dry,5477.968156941814,2006,1,3
GLOBAL_1540,India,CEM V,Dry,14559.545379130923,2013,1,7
GLOBAL_1541,USA,CEM II,Dry,17599.882656654227,2017,1,7
GLOBAL_1542,Russia,CEM II,Wet,3409.234183408441,2020,1,5
GLOBAL_1543,Brazil,CEM V,Semi-dry,17465.318083314567,2002,2,5
GLOBAL_1544,Brazil,CEM II,Dry,12277.92983387166,2005,1,4
GLOBAL_1545,Germany,CEM IV,Dry,3415.0993264734557,2004,4,7
GLOBAL_1546,Mexico,CEM I,Wet,9123.295251834528,2007,4,1
GLOBAL_1547,India,CEM III,Semi-dry,4056.34557621686,2016,3,6
GLOBAL_1548,Japan,CEM I,Semi-dry,14306.60988846482,2017,1,7
GLOBAL_1549,Brazil,CEM III,Wet,15418.494553941044,1998,4,7
GLOBAL_1550,India,CEM IV,Wet,3010.13388518318,2001,4,2
GLOBAL_1551,USA,CEM II,Semi-dry,10616.657201198243,2004,4,6
GLOBAL_1552,Italy,CEM V,Wet,16477.876064492426,2010,2,5
GLOBAL_1553,Mexico,CEM IV,Semi-dry,18787.097789468935,2022,1,6
GLOBAL_1554,China,CEM I,Semi-dry,10756.83946809363,2008,2,7
GLOBAL_1555,India,CEM V,Dry,19055.305248616733,2012,2,5
GLOBAL_1556,USA,CEM II,Dry,11178.090438664567,2002,4,6
GLOBAL_1557,Japan,CEM IV,Semi-dry,8489.619397398252,1990,4,5
GLOBAL_1558,Russia,CEM V,Semi-dry,17115.859442505014,2018,3,5
GLOBAL_1559,China,CEM IV,Semi-dry,10366.671498703692,2013,1,4
GLOBAL_1560,Russia,CEM IV,Semi-dry,9966.147700725938,2005,1,1
GLOBAL_1561,Japan,CEM II,Semi-dry,10315.937298786737,2014,4,5
GLOBAL_1562,USA,CEM III,Semi-dry,17088.915035525162,2012,4,2
GLOBAL_1563,Brazil,CEM V,Wet,16806.889292072992,2017,1,7
GLOBAL_1564,Russia,CEM II,Semi-dry,8666.879856364012,2005,3,7
GLOBAL_1565,China,CEM IV,Wet,7332.697337539976,2000,4,2
GLOBAL_1566,Germany,CEM II,Wet,10346.632456743457,1992,3,3
GLOBAL_1567,Turkey,CEM III,Semi-dry,11882.677685005072,2004,2,5
GLOBAL_1568,India,CEM V,Semi-dry,5528.407001931942,1990,4,5
GLOBAL_1569,Brazil,CEM III,Wet,16085.146609596222,1996,2,5
GLOBAL_1570,Russia,CEM I,Wet,10243.172548916034,1990,4,6
GLOBAL_1571,Italy,CEM V,Semi-dry,7346.865419979233,2021,2,5
GLOBAL_1572,India,CEM III,Semi-dry,3029.5988663158214,1998,4,5
GLOBAL_1573,Germany,CEM IV,Wet,5538.058047668532,2018,3,2
GLOBAL_1574,Japan,CEM V,Wet,19036.34226336369,2015,3,1
GLOBAL_1575,Turkey,CEM V,Wet,6796.894049571005,2012,3,1
GLOBAL_1576,USA,CEM II,Dry,4208.3264979736705,2018,2,3
GLOBAL_1577,Germany,CEM IV,Wet,9752.78304144487,2022,3,2
GLOBAL_1578,Germany,CEM I,Dry,6834.667123844725,1996,2,5
GLOBAL_1579,Japan,CEM III,Semi-dry,1668.0257551526888,2001,4,1
GLOBAL_1580,Mexico,CEM II,Semi-dry,7139.759128308928,2020,2,4
GLOBAL_1581,Japan,CEM III,Wet,11338.063854849903,2021,4,4
GLOBAL_1582,Mexico,CEM I,Semi-dry,11482.535068379371,2009,1,4
GLOBAL_1583,Mexico,CEM I,Semi-dry,7774.619502360885,2006,1,5
GLOBAL_1584,Brazil,CEM V,Semi-dry,9498.752368799413,1992,1,5
GLOBAL_1585,Brazil,CEM I,Semi-dry,19344.840446460563,1990,2,3
GLOBAL_1586,China,CEM III,Dry,8169.621067375921,2016,1,7
GLOBAL_1587,Russia,CEM IV,Dry,5906.309451939676,2022,1,3
GLOBAL_1588,Russia,CEM IV,Wet,5625.873837268442,2009,1,3
GLOBAL_1589,USA,CEM V,Wet,9697.527641378549,2003,4,6
GLOBAL_1590,Russia,CEM III,Wet,15430.882825621937,1994,3,4
GLOBAL_1591,Brazil,CEM III,Semi-dry,4913.775499580991,2012,2,5
GLOBAL_1592,China,CEM I,Semi-dry,14476.626415674593,2004,1,4
GLOBAL_1593,China,CEM III,Dry,1401.8466436389094,1995,4,3
GLOBAL_1594,Mexico,CEM II,Dry,8959.726581694975,2022,3,5
GLOBAL_1595,Japan,CEM I,Wet,15741.43623885295,2008,3,2
GLOBAL_1596,USA,CEM II,Dry,7435.926159714197,2002,3,1
GLOBAL_1597,Mexico,CEM V,Dry,11711.004927462589,2018,4,1
GLOBAL_1598,Japan,CEM IV,Dry,4894.605423692305,1995,1,3
GLOBAL_1599,Russia,CEM V,Dry,15097.912431397273,2004,3,7
GLOBAL_1600,Mexico,CEM IV,Dry,1993.302962106433,2005,4,4
GLOBAL_1601,India,CEM V,Wet,17198.310252634506,2013,4,2
GLOBAL_1602,Russia,CEM III,Wet,4765.731342011695,2012,2,5
GLOBAL_1603,Japan,CEM II,Dry,17613.562602458285,1999,4,7
GLOBAL_1604,USA,CEM IV,Wet,7698.055584709829,2006,3,4
GLOBAL_1605,Japan,CEM I,Semi-dry,14730.987915015246,2019,3,3
GLOBAL_1606,Mexico,CEM II,Dry,7065.280657937581,1999,4,4
GLOBAL_1607,Mexico,CEM I,Semi-dry,18212.321753458302,2008,3,3
GLOBAL_1608,Germany,CEM II,Wet,3406.105384849113,2018,4,6
GLOBAL_1609,USA,CEM II,Wet,4391.875996179375,1991,3,1
GLOBAL_1610,Italy,CEM V,Semi-dry,10367.572378017243,2008,2,7
GLOBAL_1611,Russia,CEM IV,Wet,2556.830341724776,1996,1,1
GLOBAL_1612,China,CEM IV,Dry,4723.623509333476,2015,2,4
GLOBAL_1613,USA,CEM II,Semi-dry,18931.561262028274,2004,2,2
GLOBAL_1614,China,CEM III,Dry,19553.303561809855,1992,1,5
GLOBAL_1615,USA,CEM III,Semi-dry,8148.927257278017,2005,3,3
GLOBAL_1616,USA,CEM I,Wet,18542.434399264777,1991,1,5
GLOBAL_1617,Japan,CEM I,Semi-dry,11351.668837795203,2020,4,1
GLOBAL_1618,USA,CEM V,Semi-dry,6125.106851601574,2017,1,2
GLOBAL_1619,Germany,CEM II,Dry,14345.575700531374,1996,2,2
GLOBAL_1620,Italy,CEM I,Wet,13519.134324922286,2019,1,5
GLOBAL_1621,Mexico,CEM I,Dry,19793.381063065935,1996,3,1
GLOBAL_1622,Turkey,CEM II,Wet,6035.898460776382,2018,2,5
GLOBAL_1623,China,CEM V,Dry,13769.130550572972,2013,4,4
GLOBAL_1624,Mexico,CEM I,Semi-dry,1988.451345559491,1993,3,2
GLOBAL_1625,Turkey,CEM V,Dry,3159.2747352376687,2018,2,2
GLOBAL_1626,Italy,CEM IV,Wet,1074.449124070772,1994,4,4
GLOBAL_1627,Italy,CEM V,Wet,19989.75294013379,2018,3,1
GLOBAL_1628,China,CEM III,Semi-dry,16243.200245802078,2019,4,2
GLOBAL_1629,China,CEM III,Wet,15947.737279937275,2018,1,7
GLOBAL_1630,Italy,CEM V,Dry,10684.795430475415,2015,1,6
GLOBAL_1631,Turkey,CEM III,Semi-dry,6701.274575203359,2008,4,6
GLOBAL_1632,USA,CEM IV,Wet,3874.0214047908426,2015,1,6
GLOBAL_1633,Russia,CEM II,Wet,6408.820038082809,2016,4,3
GLOBAL_1634,India,CEM III,Dry,8143.453216653644,2019,3,7
GLOBAL_1635,Mexico,CEM III,Dry,15369.891842625588,2019,2,3
GLOBAL_1636,Japan,CEM V,Semi-dry,11253.573989159895,1992,4,1
GLOBAL_1637,Mexico,CEM IV,Wet,2472.188904554171,1996,2,4
GLOBAL_1638,Japan,CEM II,Dry,1342.5511702193326,1998,2,5
GLOBAL_1639,Turkey,CEM V,Semi-dry,2944.3114111471996,2002,4,7
GLOBAL_1640,Japan,CEM V,Wet,8799.475560250208,2004,1,1
GLOBAL_1641,China,CEM IV,Wet,18730.665423931347,1994,3,5
GLOBAL_1642,Russia,CEM II,Semi-dry,13110.647142975211,2018,2,1
GLOBAL_1643,Russia,CEM IV,Semi-dry,16234.692097634786,2016,3,3
GLOBAL_1644,China,CEM II,Dry,9861.117295586422,2016,2,6
GLOBAL_1645,Germany,CEM IV,Wet,7871.655580705813,1997,4,4
GLOBAL_1646,Turkey,CEM V,Wet,3059.6070816158317,2021,1,3
GLOBAL_1647,Germany,CEM V,Wet,17642.727421537893,2009,3,4
GLOBAL_1648,Germany,CEM I,Semi-dry,15880.040551530154,1999,2,7
GLOBAL_1649,Mexico,CEM III,Dry,4194.243854356777,2002,4,5
GLOBAL_1650,Italy,CEM IV,Wet,10732.95071364895,2018,4,1
GLOBAL_1651,Mexico,CEM I,Semi-dry,10260.121350503652,1997,2,2
GLOBAL_1652,Italy,CEM III,Wet,12876.739501044043,2018,2,2
GLOBAL_1653,India,CEM IV,Dry,18977.550985833965,2020,2,4
GLOBAL_1654,Japan,CEM II,Wet,12015.657393487112,2019,1,6
GLOBAL_1655,Italy,CEM III,Dry,11264.128068793752,2011,2,6
GLOBAL_1656,China,CEM V,Dry,1956.135725758615,2010,2,4
GLOBAL_1657,Mexico,CEM I,Wet,2195.242044342455,2001,1,3
GLOBAL_1658,Turkey,CEM III,Wet,4559.589035208988,2000,4,2
GLOBAL_1659,Japan,CEM III,Dry,1616.9446621432173,1991,2,3
GLOBAL_1660,India,CEM V,Semi-dry,15123.705015830235,1991,3,5
GLOBAL_1661,Italy,CEM IV,Dry,14743.2757758853,2023,4,2
GLOBAL_1662,India,CEM II,Wet,3585.068454201216,1992,3,5
GLOBAL_1663,Turkey,CEM V,Wet,16885.49911511034,2005,2,1
GLOBAL_1664,Germany,CEM II,Semi-dry,3940.9346620761276,1993,1,3
GLOBAL_1665,Russia,CEM IV,Dry,6722.336152949817,2012,1,4
GLOBAL_1666,Turkey,CEM III,Dry,5730.561084065935,2009,1,2
GLOBAL_1667,Brazil,CEM II,Dry,8073.834872887908,2014,2,3
GLOBAL_1668,Turkey,CEM I,Wet,5838.6115519092755,2019,2,4
GLOBAL_1669,India,CEM I,Dry,10290.06760233059,2007,3,1
GLOBAL_1670,China,CEM V,Semi-dry,8740.749745739024,2000,1,2
GLOBAL_1671,Mexico,CEM IV,Wet,19744.820324807206,2018,2,5
GLOBAL_1672,China,CEM V,Wet,2062.6006524362874,2006,4,1
GLOBAL_1673,India,CEM V,Dry,3701.4461513596807,2015,2,6
GLOBAL_1674,Mexico,CEM V,Semi-dry,2003.6919842634472,2012,2,4
GLOBAL_1675,Brazil,CEM I,Wet,12890.982704665139,2009,4,2
GLOBAL_1676,Russia,CEM I,Wet,2035.676270860672,1991,1,2
GLOBAL_1677,Japan,CEM V,Dry,16892.35501014634,2013,4,7
GLOBAL_1678,India,CEM I,Dry,10726.833982956628,2020,1,7
GLOBAL_1679,Italy,CEM IV,Semi-dry,11013.14486704914,2016,4,1
GLOBAL_1680,India,CEM V,Dry,11670.29564653169,1991,3,2
GLOBAL_1681,India,CEM I,Semi-dry,4245.460419818004,2003,1,4
GLOBAL_1682,Mexico,CEM II,Wet,4756.1157591752635,1993,2,1
GLOBAL_1683,USA,CEM V,Semi-dry,7057.529134587089,2002,3,5
GLOBAL_1684,Turkey,CEM V,Semi-dry,12276.431900615176,1997,1,1
GLOBAL_1685,USA,CEM IV,Semi-dry,4992.237742864076,1991,1,1
GLOBAL_1686,Brazil,CEM III,Wet,3210.3028155319635,1995,1,5
GLOBAL_1687,Italy,CEM III,Dry,19432.220841950213,2020,4,6
GLOBAL_1688,Russia,CEM IV,Wet,1417.6544813828355,1999,1,7
GLOBAL_1689,Germany,CEM IV,Dry,16251.250701384412,2010,2,4
GLOBAL_1690,Brazil,CEM IV,Semi-dry,15972.667841925419,1999,1,6
GLOBAL_1691,Germany,CEM III,Semi-dry,6647.068163056824,2012,2,6
GLOBAL_1692,Germany,CEM IV,Semi-dry,3576.9057041389547,1992,2,6
GLOBAL_1693,Russia,CEM I,Semi-dry,3766.9442874030447,2021,2,7
GLOBAL_1694,China,CEM V,Semi-dry,14251.200727506657,2009,3,3
GLOBAL_1695,USA,CEM V,Dry,13213.3252306373,1999,2,7
GLOBAL_1696,India,CEM II,Dry,15872.167810776347,2018,4,6
GLOBAL_1697,Japan,CEM II,Semi-dry,18812.142275582988,2023,1,3
GLOBAL_1698,Germany,CEM V,Wet,14146.619902065248,2009,4,5
GLOBAL_1699,Italy,CEM I,Wet,3961.179194477426,1997,3,7
GLOBAL_1700,Brazil,CEM III,Semi-dry,5625.409718542803,1996,1,4
GLOBAL_1701,China,CEM III,Dry,17001.680886589176,1995,2,6
GLOBAL_1702,Germany,CEM I,Wet,4976.815440849963,2000,1,2
GLOBAL_1703,China,CEM III,Wet,2377.924022135147,2007,3,5
GLOBAL_1704,China,CEM IV,Wet,14362.32102680276,2018,3,3
GLOBAL_1705,Germany,CEM V,Semi-dry,8648.0007543127,2014,4,7
GLOBAL_1706,Mexico,CEM V,Wet,18480.760998372167,2010,1,4
GLOBAL_1707,Turkey,CEM I,Wet,13354.84635077957,1992,1,1
GLOBAL_1708,Italy,CEM III,Wet,2717.960578041554,2007,1,4
GLOBAL_1709,India,CEM II,Wet,19009.274777819555,2013,4,4
GLOBAL_1710,India,CEM II,Dry,5912.588009164672,1999,3,6
GLOBAL_1711,Italy,CEM III,Semi-dry,7407.03731771943,2016,2,6
GLOBAL_1712,Mexico,CEM II,Semi-dry,8642.9478599873,2001,1,7
GLOBAL_1713,India,CEM I,Dry,1973.2616316819517,1996,4,7
GLOBAL_1714,China,CEM I,Dry,10433.793022381493,2006,4,3
GLOBAL_1715,Russia,CEM III,Semi-dry,3343.0513304305528,1990,2,7
GLOBAL_1716,Brazil,CEM II,Wet,8618.436207078683,2015,3,3
GLOBAL_1717,USA,CEM I,Wet,7663.485971849602,2004,1,6
GLOBAL_1718,India,CEM I,Semi-dry,15683.961585103563,2022,1,6
GLOBAL_1719,Italy,CEM IV,Wet,16260.239721021891,2020,4,2
GLOBAL_1720,Russia,CEM IV,Dry,3914.8447653926723,1990,3,2
GLOBAL_1721,Germany,CEM I,Wet,7964.472560205298,1997,1,5
GLOBAL_1722,Turkey,CEM III,Wet,8093.710059604802,2001,2,6
GLOBAL_1723,Italy,CEM V,Wet,3876.798434785616,2008,3,1
GLOBAL_1724,China,CEM V,Semi-dry,16170.61659597262,2014,3,2
GLOBAL_1725,Turkey,CEM I,Dry,14437.338238373042,2021,4,3
GLOBAL_1726,Brazil,CEM I,Wet,4617.2539396436605,2001,4,4
GLOBAL_1727,Brazil,CEM I,Semi-dry,7967.716263282182,2002,1,7
GLOBAL_1728,Mexico,CEM III,Wet,3010.2954722737704,2017,4,7
GLOBAL_1729,Japan,CEM IV,Dry,12935.925344767835,1990,3,5
GLOBAL_1730,Mexico,CEM I,Wet,3306.0665664237736,1995,1,2
GLOBAL_1731,Russia,CEM I,Dry,19732.749203873438,1997,1,4
GLOBAL_1732,Turkey,CEM II,Wet,15832.959419069384,1993,3,4
GLOBAL_1733,Japan,CEM III,Dry,8414.532442095906,1994,1,2
GLOBAL_1734,Germany,CEM I,Wet,11992.714713307734,2014,2,1
GLOBAL_1735,China,CEM II,Dry,18315.494508111766,2011,2,1
GLOBAL_1736,Turkey,CEM V,Wet,11527.886327520697,2017,1,5
GLOBAL_1737,Mexico,CEM I,Wet,4315.471241561148,2012,4,1
GLOBAL_1738,USA,CEM I,Semi-dry,8195.363756042027,1993,2,5
GLOBAL_1739,Japan,CEM II,Semi-dry,17019.752435565162,1993,1,3
GLOBAL_1740,Japan,CEM III,Dry,13240.04730380274,2010,2,2
GLOBAL_1741,China,CEM I,Wet,13363.763302342206,1991,4,4
GLOBAL_1742,India,CEM V,Dry,17469.608228081295,1996,3,5
GLOBAL_1743,Brazil,CEM I,Semi-dry,17985.48809178759,2005,1,7
GLOBAL_1744,Brazil,CEM V,Dry,18476.05886380929,2006,1,1
GLOBAL_1745,USA,CEM IV,Dry,2802.1346718099658,2009,1,7
GLOBAL_1746,Russia,CEM IV,Semi-dry,11338.394037298916,2012,1,5
GLOBAL_1747,Russia,CEM V,Wet,15069.680903148053,2023,1,6
GLOBAL_1748,Germany,CEM III,Dry,15381.610057413262,2000,1,5
GLOBAL_1749,Turkey,CEM I,Semi-dry,12527.607837430074,2023,4,1
GLOBAL_1750,Italy,CEM I,Wet,4168.959368489809,2022,3,6
GLOBAL_1751,India,CEM IV,Semi-dry,16150.990524891622,2015,4,6
GLOBAL_1752,Mexico,CEM V,Dry,14682.115336783969,1991,4,1
GLOBAL_1753,Italy,CEM I,Wet,2636.5796594316894,2012,3,6
GLOBAL_1754,Italy,CEM I,Wet,9812.38666881315,2011,4,2
GLOBAL_1755,Japan,CEM III,Semi-dry,4305.570590914268,2023,2,4
GLOBAL_1756,USA,CEM II,Semi-dry,7412.0638685464655,2004,4,7
GLOBAL_1757,Brazil,CEM IV,Semi-dry,1343.5407519080231,1999,1,2
GLOBAL_1758,Germany,CEM IV,Wet,8606.267499804406,2004,2,2
GLOBAL_1759,Russia,CEM II,Wet,11447.661501968,2018,2,1
GLOBAL_1760,USA,CEM I,Dry,12772.06926371465,2012,3,1
GLOBAL_1761,Japan,CEM III,Wet,13606.31655744549,2006,4,7
GLOBAL_1762,Mexico,CEM III,Dry,16889.53494894674,1998,4,4
GLOBAL_1763,Germany,CEM IV,Semi-dry,5093.79523823887,1998,2,5
GLOBAL_1764,Japan,CEM III,Semi-dry,3289.154626330891,2005,4,2
GLOBAL_1765,Brazil,CEM II,Wet,17179.206266060588,2022,4,6
GLOBAL_1766,Brazil,CEM I,Semi-dry,3975.6434829603477,2020,3,4
GLOBAL_1767,Brazil,CEM II,Semi-dry,19520.44154538771,1995,2,2
GLOBAL_1768,USA,CEM V,Wet,17008.226358574102,1999,1,5
GLOBAL_1769,USA,CEM IV,Dry,10516.655511902383,2005,2,6
GLOBAL_1770,Russia,CEM III,Wet,19647.007073518478,1993,3,2
GLOBAL_1771,Russia,CEM V,Dry,2850.15785305208,2011,3,3
GLOBAL_1772,Mexico,CEM III,Wet,6758.249462326931,2002,3,7
GLOBAL_1773,Germany,CEM I,Wet,13126.263885771617,2005,4,4
GLOBAL_1774,China,CEM I,Semi-dry,7650.130500990396,2018,2,7
GLOBAL_1775,China,CEM I,Wet,18639.078487635044,1995,4,1
GLOBAL_1776,Japan,CEM III,Wet,2246.8956753785337,2015,4,2
GLOBAL_1777,Brazil,CEM V,Dry,11438.824809158326,2000,2,6
GLOBAL_1778,Germany,CEM I,Semi-dry,12226.459080507175,2013,3,6
GLOBAL_1779,Italy,CEM V,Dry,13401.834351767258,2018,1,4
